loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies
8000,8000,7709.786976, 36 months,12.21%,266.52,B,B5,4 years,RENT,20000,Not Verified,Mar-09,Fully Paid,credit_card,961xx,CA,0,0,Nov-97,0,NA,3,0,7405,18.50%,6,0
8125,8125,7547.952814, 36 months,14.42%,279.36,D,D2,< 1 year,OWN,12000,Not Verified,Mar-09,Fully Paid,other,883xx,NM,0,1,Dec-94,0,16,4,0,0,0%,18,0
3400,3400,3350, 36 months,13.16%,114.82,C,C3,4 years,OWN,31776,Not Verified,Mar-09,Fully Paid,other,060xx,CT,9.67,0,Sep-05,0,NA,5,0,3967,48.90%,7,0
8000,8000,7875, 36 months,13.16%,270.17,C,C3,1 year,MORTGAGE,32000,Verified,Mar-09,Fully Paid,debt_consolidation,089xx,NJ,11.44,0,Aug-03,2,NA,9,0,6389,58.10%,12,0
6000,6000,5825, 36 months,13.16%,202.63,C,C3,1 year,RENT,36000,Not Verified,Mar-09,Charged Off,debt_consolidation,349xx,FL,23.77,0,Jan-97,1,NA,17,0,6581,39.60%,22,0
5000,5000,4825, 36 months,13.79%,170.38,C,C5,< 1 year,RENT,50004,Verified,Mar-09,Charged Off,major_purchase,165xx,PA,24.07,1,Nov-00,3,16,4,0,4305,56.60%,16,0
20000,20000,10460.78, 36 months,12.84%,672.36,C,C2,4 years,OWN,45000,Not Verified,Mar-09,Charged Off,debt_consolidation,112xx,NY,19.12,0,Apr-93,5,NA,18,0,14729,48.90%,44,0
12000,12000,11900, 36 months,13.79%,408.91,C,C5,10+ years,RENT,55008,Source Verified,Mar-09,Fully Paid,debt_consolidation,770xx,TX,20.4,0,Dec-93,1,NA,9,0,7085,41.70%,45,0
6000,6000,5850, 36 months,9.32%,191.69,A,A4,< 1 year,MORTGAGE,65000,Verified,Mar-09,Fully Paid,other,850xx,AZ,9.73,0,Feb-93,1,45,9,0,717,2.70%,29,0
3000,3000,2825, 36 months,12.84%,100.86,C,C2,< 1 year,MORTGAGE,99996,Source Verified,Mar-09,Fully Paid,debt_consolidation,080xx,NJ,18.58,0,Feb-89,1,NA,11,0,71161,60%,28,0
6000,6000,5726.597384, 36 months,14.42%,206.3,D,D2,< 1 year,MORTGAGE,61200,Not Verified,Mar-09,Fully Paid,major_purchase,300xx,GA,14.75,0,Sep-02,3,NA,11,0,9184,58.50%,21,0
9325,9325,7402.83, 36 months,12.53%,312.08,C,C1,8 years,MORTGAGE,85000,Not Verified,Mar-09,Charged Off,small_business,997xx,AK,18.58,0,Aug-84,0,NA,16,0,67614,49.20%,41,0
6700,6700,4233.07, 36 months,13.47%,227.29,C,C4,2 years,RENT,72204,Not Verified,Mar-09,Fully Paid,debt_consolidation,331xx,FL,14.21,0,May-93,0,72,10,0,53683,74.40%,25,0
6000,6000,5814.145149, 36 months,9.32%,191.69,A,A4,1 year,RENT,48500,Source Verified,Mar-09,Fully Paid,other,208xx,MD,4.08,0,Apr-99,0,NA,7,0,4014,25.90%,20,0
16000,16000,15075, 36 months,12.53%,535.46,C,C1,< 1 year,MORTGAGE,46500,Not Verified,Mar-09,Fully Paid,debt_consolidation,156xx,PA,21.7,0,Jul-72,2,43,19,0,15354,35.50%,34,0
5000,5000,4614.145353, 36 months,9.32%,159.74,A,A4,2 years,RENT,58979.28,Not Verified,Mar-09,Fully Paid,house,325xx,FL,10.46,0,Sep-00,1,NA,5,0,152,0.60%,14,0
3000,3000,2600, 36 months,9.32%,95.85,A,A4,1 year,RENT,67500,Not Verified,Feb-09,Fully Paid,debt_consolidation,941xx,CA,6.9,0,Jun-00,0,NA,6,0,20863,52.80%,10,0
15000,15000,11992.78202, 36 months,13.16%,506.56,C,C3,1 year,OWN,40000,Source Verified,Mar-09,Fully Paid,debt_consolidation,087xx,NJ,13.14,0,Nov-03,1,33,8,0,2897,33.30%,19,0
5750,5750,5550, 36 months,13.79%,195.94,C,C5,3 years,MORTGAGE,52000,Verified,Mar-09,Fully Paid,debt_consolidation,432xx,OH,18.58,0,Dec-93,0,28,8,0,6180,92.20%,25,0
12000,12000,11975, 36 months,15.68%,420.02,E,E1,4 years,MORTGAGE,80000,Verified,Mar-09,Fully Paid,debt_consolidation,327xx,FL,14.21,0,Dec-96,1,53,8,0,8664,93.20%,12,0
12000,12000,11950, 36 months,14.11%,410.75,D,D1,10+ years,MORTGAGE,90000,Source Verified,Mar-09,Fully Paid,debt_consolidation,187xx,PA,13.73,0,Jun-95,3,NA,11,0,9101,42.90%,33,0
1500,1500,1300, 36 months,12.84%,50.43,C,C2,4 years,OWN,61200,Source Verified,Mar-09,Fully Paid,other,700xx,LA,17.65,0,May-02,0,NA,10,0,13140,55.90%,16,0
18000,18000,5288.790066, 36 months,16.63%,638.46,E,E4,2 years,RENT,49400,Verified,Mar-09,Charged Off,wedding,600xx,IL,10.91,0,Aug-03,3,NA,9,0,6241,21%,10,0
6500,6500,6100, 36 months,9.63%,208.62,A,A5,< 1 year,OTHER,31992,Verified,Mar-09,Fully Paid,educational,809xx,CO,3.75,0,Sep-99,1,60,5,0,883,13.80%,12,0
2250,2250,2050, 36 months,7.37%,69.86,A,A1,7 years,MORTGAGE,86399,Verified,Feb-09,Fully Paid,other,191xx,PA,6.83,0,Oct-95,1,NA,14,0,103088,29.80%,43,0
5200,5200,5200, 36 months,12.53%,174.03,C,C1,3 years,RENT,50500,Source Verified,Mar-09,Fully Paid,debt_consolidation,606xx,IL,9.17,0,Oct-98,0,31,11,0,5229,15.20%,21,0
16000,16000,15100, 36 months,12.21%,533.04,B,B5,< 1 year,RENT,84000,Source Verified,Mar-09,Fully Paid,other,916xx,CA,17.8,0,Jul-95,1,NA,16,0,24177,20.20%,28,0
4000,4000,3800, 36 months,12.84%,134.48,C,C2,6 years,RENT,18000,Not Verified,Mar-09,Fully Paid,other,665xx,KS,9.73,0,Aug-04,1,NA,6,0,13,1.30%,8,0
9000,9000,8759.739035, 36 months,12.84%,302.57,C,C2,2 years,RENT,77496,Verified,Mar-09,Fully Paid,major_purchase,708xx,LA,18.83,0,Sep-00,2,NA,6,0,1575,23.20%,16,0
5000,5000,5000, 36 months,13.47%,169.62,C,C4,< 1 year,RENT,54996,Not Verified,Mar-09,Fully Paid,other,220xx,VA,8.66,0,Dec-04,0,NA,4,0,5337,56.20%,8,0
3500,3500,3500, 36 months,12.21%,116.61,B,B5,9 years,RENT,51996,Verified,Mar-09,Charged Off,other,483xx,MI,15.07,0,Nov-93,2,82,8,0,12324,25.50%,37,0
8000,8000,8000, 36 months,15.05%,277.53,D,D4,10+ years,OTHER,27048,Verified,Mar-09,Fully Paid,debt_consolidation,606xx,IL,6.26,1,Feb-04,0,12,6,0,7974,91.70%,10,0
8000,8000,7925, 36 months,13.47%,271.39,C,C4,1 year,RENT,45000,Source Verified,Mar-09,Fully Paid,debt_consolidation,802xx,CO,21.68,0,Sep-01,0,NA,7,0,12000,82.20%,11,0
3000,3000,2675, 36 months,11.89%,99.5,B,B4,2 years,RENT,30000,Not Verified,Feb-09,Fully Paid,small_business,957xx,CA,18.28,0,Dec-89,0,40,9,0,14577,34.70%,13,0
15000,15000,14950, 36 months,14.42%,515.74,D,D2,9 years,MORTGAGE,72000,Verified,Mar-09,Fully Paid,debt_consolidation,124xx,NY,12.25,0,Aug-94,2,NA,8,0,35761,92.20%,31,0
9000,9000,8634.482785, 36 months,9.63%,288.85,A,A5,4 years,MORTGAGE,65000,Not Verified,Mar-09,Fully Paid,debt_consolidation,707xx,LA,22.45,0,Mar-90,0,NA,16,0,32820,73.40%,54,0
7000,7000,6117.66, 36 months,12.53%,234.27,C,C1,1 year,RENT,52000,Verified,Mar-09,Fully Paid,debt_consolidation,346xx,FL,19.45,0,Sep-98,0,NA,14,0,18310,56.70%,32,0
3550,3550,3350, 36 months,7.68%,110.73,A,A2,10+ years,OWN,20245,Not Verified,Feb-09,Fully Paid,debt_consolidation,365xx,AL,8.83,0,Jul-86,1,44,11,0,4120,5.70%,18,0
20000,20000,19601.50031, 36 months,14.74%,690.74,D,D3,4 years,RENT,72000,Not Verified,Mar-09,Fully Paid,debt_consolidation,915xx,CA,10.43,0,Jun-00,0,32,13,0,13693,68.80%,22,0
20000,20000,19026.31543, 36 months,15.05%,693.83,D,D4,4 years,MORTGAGE,65400,Source Verified,Mar-09,Fully Paid,home_improvement,809xx,CO,9.76,0,Jul-97,1,NA,10,0,0,0%,28,0
16000,16000,7848.704001, 36 months,11.89%,530.63,B,B4,2 years,RENT,75000,Not Verified,Mar-09,Charged Off,medical,957xx,CA,3.06,0,Nov-98,0,NA,20,0,4498,5.30%,34,0
5000,5000,4800, 36 months,11.89%,165.82,B,B4,2 years,MORTGAGE,55992,Not Verified,Feb-09,Fully Paid,home_improvement,170xx,PA,2.23,0,Dec-02,4,NA,4,0,3200,43.20%,7,0
3000,3000,2934.89221, 36 months,14.11%,102.69,D,D1,8 years,MORTGAGE,75000,Source Verified,Mar-09,Fully Paid,home_improvement,752xx,TX,21.01,1,May-92,1,22,16,0,10025,57.80%,48,0
12000,12000,11402.32795, 36 months,13.16%,405.25,C,C3,5 years,MORTGAGE,58000,Source Verified,Mar-09,Fully Paid,debt_consolidation,194xx,PA,14.07,0,Feb-93,0,33,13,0,14057,37.80%,22,0
5000,5000,4700, 36 months,9.32%,159.74,A,A4,3 years,RENT,45000,Not Verified,Feb-09,Fully Paid,debt_consolidation,028xx,RI,20.35,0,Oct-03,0,NA,6,0,4717,51.30%,18,0
5000,5000,3900, 36 months,12.84%,168.09,C,C2,10+ years,RENT,60000,Source Verified,Mar-09,Charged Off,small_business,308xx,GA,13,0,Aug-98,0,25,8,0,5878,52%,37,0
1000,1000,1000, 36 months,9.32%,31.95,A,A4,< 1 year,MORTGAGE,36000,Not Verified,Feb-09,Charged Off,other,741xx,OK,20.37,0,Jan-99,0,NA,5,0,8990,58%,29,0
3000,3000,2635.199344, 36 months,9.63%,96.29,A,A5,4 years,RENT,83000,Verified,Feb-09,Fully Paid,wedding,031xx,NH,18.88,0,Oct-03,1,30,11,0,5033,17.10%,25,0
15000,15000,9175, 36 months,16.00%,527.36,E,E2,10+ years,MORTGAGE,50000,Source Verified,Mar-09,Fully Paid,debt_consolidation,142xx,NY,6.19,0,Dec-98,0,NA,8,0,11819,75.80%,9,0
5000,5000,4950, 36 months,14.42%,171.92,D,D2,< 1 year,RENT,24000,Source Verified,Mar-09,Fully Paid,major_purchase,326xx,FL,13.5,0,Dec-01,1,46,4,0,2109,42.20%,10,0
18000,18000,10163.15876, 36 months,16.63%,638.46,E,E4,< 1 year,MORTGAGE,62200,Verified,Mar-09,Fully Paid,debt_consolidation,852xx,AZ,22.98,0,Nov-02,0,NA,11,0,18182,72.70%,21,0
6950,6950,6514.146109, 36 months,9.32%,222.03,A,A4,10+ years,MORTGAGE,30000,Not Verified,Mar-09,Fully Paid,small_business,761xx,TX,23.24,0,Nov-94,0,NA,8,0,16775,47.40%,14,0
3000,3000,2850, 36 months,13.16%,101.32,C,C3,6 years,RENT,42000,Verified,Mar-09,Fully Paid,vacation,327xx,FL,17.86,0,Mar-01,1,37,8,0,8817,60%,22,0
16000,16000,8821.708345, 36 months,12.84%,537.89,C,C2,< 1 year,MORTGAGE,1e+05,Verified,Mar-09,Fully Paid,debt_consolidation,750xx,TX,19.26,0,Oct-97,2,NA,14,0,26711,41.70%,48,0
3650,3650,3625, 36 months,9.63%,117.15,A,A5,2 years,RENT,110000,Verified,Mar-09,Fully Paid,credit_card,086xx,NJ,15.75,0,Aug-01,2,NA,13,0,35544,67.60%,30,0
12000,12000,11625, 36 months,9.63%,385.14,A,A5,3 years,RENT,60000,Not Verified,Mar-09,Fully Paid,medical,928xx,CA,4.32,0,Jun-90,0,NA,8,0,3428,6.10%,11,0
1200,1200,1175, 36 months,14.11%,41.08,D,D1,2 years,RENT,10000,Not Verified,Feb-09,Charged Off,debt_consolidation,891xx,NV,8.28,1,Nov-03,1,6,4,0,802,6.30%,10,0
8725,8725,8333.81, 36 months,9.32%,278.74,A,A4,10+ years,MORTGAGE,52000,Verified,Mar-09,Charged Off,small_business,863xx,AZ,16.59,0,Jan-94,0,NA,13,0,43232,41.10%,22,0
5000,5000,4000, 36 months,15.37%,174.24,D,D5,5 years,RENT,35000,Source Verified,Mar-09,Fully Paid,major_purchase,201xx,VA,11.67,0,Jul-03,1,NA,5,0,8105,87.20%,12,0
12000,12000,4809.6, 36 months,13.79%,408.91,C,C5,2 years,RENT,37008,Verified,Mar-09,Charged Off,debt_consolidation,350xx,AL,13.46,0,May-00,1,NA,6,0,4800,94.10%,24,0
5400,5400,5360.275414, 36 months,7.68%,168.43,A,A2,10+ years,MORTGAGE,34515.87,Source Verified,Feb-09,Fully Paid,home_improvement,432xx,OH,10.53,0,Sep-93,0,NA,11,0,5133,7.30%,22,0
7000,7000,6750, 36 months,8.00%,219.36,A,A3,10+ years,RENT,68508,Verified,Feb-09,Fully Paid,credit_card,018xx,MA,8.22,0,Sep-85,0,NA,8,0,2932,17.20%,22,0
12000,12000,9365.96208, 36 months,12.21%,399.78,B,B5,3 years,MORTGAGE,47000,Verified,Mar-09,Fully Paid,small_business,482xx,MI,19.38,1,Nov-97,1,8,11,0,9554,34.20%,31,0
4000,4000,3981.707818, 36 months,16.32%,141.26,E,E3,< 1 year,RENT,39000,Source Verified,Feb-09,Fully Paid,debt_consolidation,921xx,CA,9.72,0,Sep-02,1,NA,5,0,10490,96.20%,8,0
15000,15000,3812.699554, 36 months,14.42%,515.74,D,D2,< 1 year,MORTGAGE,45996,Source Verified,Mar-09,Fully Paid,debt_consolidation,076xx,NJ,11.48,0,Jan-01,2,NA,3,0,16727,53.10%,11,0
12000,12000,9441.850601, 36 months,12.21%,399.78,B,B5,1 year,RENT,61000,Verified,Mar-09,Fully Paid,debt_consolidation,908xx,CA,17.7,0,Dec-95,3,NA,10,0,12416,21.90%,19,0
14000,14000,13575, 36 months,12.21%,466.41,B,B5,2 years,MORTGAGE,140000,Verified,Mar-09,Fully Paid,debt_consolidation,208xx,MD,0.32,0,Sep-04,0,NA,7,0,3926,11.50%,14,0
3000,3000,2800, 36 months,13.79%,102.23,C,C5,8 years,MORTGAGE,90000,Verified,Mar-09,Fully Paid,home_improvement,891xx,NV,17.63,0,Apr-96,0,70,11,1,6345,90.60%,18,1
10000,10000,5923.332155, 36 months,13.79%,340.76,C,C5,9 years,RENT,70872,Verified,Feb-09,Fully Paid,debt_consolidation,934xx,CA,24.91,1,Dec-84,0,14,13,0,6344,32.40%,56,0
6000,6000,4552.038418, 36 months,12.53%,200.8,C,C1,1 year,RENT,33996,Not Verified,Feb-09,Fully Paid,debt_consolidation,827xx,WY,24.71,0,May-98,1,29,8,0,8375,58.20%,19,0
7200,7200,6506.620767, 36 months,18.53%,262.21,F,F5,1 year,MORTGAGE,83000,Verified,Mar-09,Fully Paid,home_improvement,660xx,KS,4.41,0,May-92,0,29,3,0,12513,99.30%,28,0
8000,8000,5460.26243, 36 months,12.84%,268.95,C,C2,5 years,RENT,81600,Verified,Feb-09,Fully Paid,small_business,605xx,IL,4.97,0,May-98,3,55,4,0,11,1%,26,0
12000,12000,6540.394196, 36 months,12.53%,401.6,C,C1,7 years,RENT,53000,Verified,Feb-09,Fully Paid,debt_consolidation,875xx,NM,20.15,0,Nov-92,0,NA,7,0,18154,54.40%,29,0
14000,14000,7588.991045, 36 months,14.42%,481.36,D,D2,10+ years,RENT,69996,Not Verified,Mar-09,Fully Paid,debt_consolidation,023xx,MA,21.21,0,Jun-93,1,NA,10,0,40125,92%,58,0
1800,1800,1800, 36 months,7.37%,55.89,A,A1,< 1 year,OWN,29280,Not Verified,Feb-09,Fully Paid,car,816xx,CO,7.25,0,Dec-88,1,NA,7,0,6469,14.90%,16,0
8000,8000,7456.910293, 36 months,18.21%,290.07,F,F4,2 years,RENT,38376,Verified,Feb-09,Fully Paid,debt_consolidation,931xx,CA,10.76,0,Sep-03,0,NA,4,0,9961,99.60%,4,0
20000,20000,4225.001167, 36 months,15.05%,693.83,D,D4,6 years,RENT,82042,Verified,Feb-09,Charged Off,debt_consolidation,921xx,CA,16.54,0,Dec-91,0,NA,10,0,12147,91.30%,20,0
1000,1000,1000, 36 months,7.68%,31.2,A,A2,< 1 year,OTHER,85000,Not Verified,Feb-09,Fully Paid,credit_card,200xx,DC,2.82,0,Nov-91,0,NA,8,0,7603,20.70%,19,0
12000,12000,4047.85, 36 months,16.95%,427.53,E,E5,10+ years,MORTGAGE,90000,Verified,Feb-09,Fully Paid,debt_consolidation,038xx,NH,16.53,0,Jul-05,3,NA,7,0,15534,87.30%,10,0
12000,12000,7274.00035, 36 months,13.16%,405.25,C,C3,10+ years,MORTGAGE,78996,Not Verified,Feb-09,Fully Paid,other,799xx,TX,17.96,2,Apr-00,1,16,11,0,754,9.50%,25,0
4000,4000,3132.104494, 36 months,14.42%,137.54,D,D2,2 years,RENT,17000,Verified,Feb-09,Fully Paid,moving,191xx,PA,8.26,0,Dec-05,0,NA,5,0,3090,55.20%,5,0
6000,6000,5700, 36 months,12.21%,199.89,B,B5,1 year,RENT,40000,Verified,Feb-09,Fully Paid,debt_consolidation,750xx,TX,20.43,0,Nov-89,3,NA,15,0,12694,63.80%,23,0
11000,11000,5768.711083, 36 months,14.74%,379.91,D,D3,< 1 year,RENT,51996,Verified,Feb-09,Fully Paid,debt_consolidation,890xx,NV,10.87,1,Jul-01,1,13,10,0,11419,84.60%,12,0
20000,20000,11992.10865, 36 months,12.53%,669.33,C,C1,1 year,MORTGAGE,53500,Verified,Mar-09,Fully Paid,other,984xx,WA,10.56,0,Oct-91,1,NA,6,0,25121,88.40%,12,0
3000,3000,2950, 36 months,12.53%,100.4,C,C1,2 years,RENT,30000,Not Verified,Feb-09,Fully Paid,other,853xx,AZ,17.8,0,Sep-99,1,31,6,0,1568,44.80%,17,0
3200,3200,3075, 36 months,12.21%,106.61,B,B5,7 years,OWN,20000,Verified,Feb-09,Fully Paid,debt_consolidation,852xx,AZ,5.04,0,Sep-94,1,45,7,1,3246,22.20%,19,1
12300,12300,1325, 36 months,13.47%,417.25,C,C4,3 years,RENT,32004,Source Verified,Feb-09,Fully Paid,debt_consolidation,920xx,CA,22.08,0,Nov-94,0,NA,15,0,10543,29.10%,22,0
2525,2525,2375, 36 months,12.21%,84.12,B,B5,3 years,RENT,27000,Not Verified,Feb-09,Fully Paid,debt_consolidation,402xx,KY,10,0,Sep-01,1,NA,5,0,5630,23%,8,0
10775,10775,6747.574214, 36 months,15.37%,375.47,D,D5,1 year,RENT,20796,Source Verified,Feb-09,Fully Paid,major_purchase,085xx,NJ,5.02,0,Nov-05,2,NA,5,0,1889,43.90%,6,0
16000,16000,1038.112632, 36 months,13.79%,545.21,C,C5,< 1 year,RENT,80000,Verified,Feb-09,Charged Off,credit_card,200xx,DC,10.95,0,Oct-99,0,NA,14,0,13742,64.50%,21,0
7000,7000,4404.71, 36 months,13.16%,236.4,C,C3,3 years,RENT,90000,Verified,Feb-09,Fully Paid,debt_consolidation,073xx,NJ,5.83,0,Aug-89,0,76,6,0,8091,36.40%,18,0
2000,2000,2000, 36 months,7.68%,62.39,A,A2,9 years,RENT,48000,Not Verified,Feb-09,Fully Paid,other,145xx,NY,13.6,0,Dec-98,3,NA,11,0,6316,11.50%,21,0
1800,1800,1750, 36 months,14.11%,61.62,D,D1,5 years,RENT,45000,Not Verified,Feb-09,Fully Paid,small_business,802xx,CO,15.68,0,Jan-90,2,NA,12,0,17826,92.80%,62,0
5000,5000,5000, 36 months,12.53%,167.34,C,C1,10+ years,OWN,66252,Not Verified,Feb-09,Fully Paid,credit_card,070xx,NJ,16.55,0,Jun-86,0,NA,5,0,24345,93.60%,11,0
20000,20000,3300.0137, 36 months,13.16%,675.41,C,C3,7 years,RENT,76000,Verified,Feb-09,Charged Off,wedding,912xx,CA,16.56,0,Apr-00,0,51,11,0,21118,65.20%,28,0
6950,6950,2724.999559, 36 months,14.42%,238.96,D,D2,< 1 year,RENT,25000,Source Verified,Feb-09,Charged Off,credit_card,038xx,NH,18,0,Oct-98,3,NA,12,0,9394,44.60%,12,0
8000,8000,3738.216931, 36 months,15.68%,280.02,E,E1,3 years,MORTGAGE,55074,Not Verified,Feb-09,Fully Paid,debt_consolidation,841xx,UT,22.18,0,Sep-78,1,35,12,0,43110,93.30%,23,0
6000,6000,5831.432135, 36 months,12.21%,199.89,B,B5,4 years,OTHER,21000,Not Verified,Feb-09,Fully Paid,credit_card,949xx,CA,11.77,0,Sep-67,0,NA,10,1,8680,24.60%,17,1
5000,5000,4930.117628, 36 months,16.32%,176.57,E,E3,10+ years,RENT,144000,Not Verified,Feb-09,Fully Paid,car,222xx,VA,4.35,1,Sep-86,1,18,3,1,157,52.30%,15,0
14400,14400,11337.74226, 36 months,9.63%,462.16,A,A5,10+ years,MORTGAGE,63996,Source Verified,Feb-09,Fully Paid,debt_consolidation,441xx,OH,16.78,0,Aug-96,1,NA,18,0,11160,14.90%,31,0
2475,2475,2450, 36 months,15.05%,85.87,D,D4,10+ years,RENT,72000,Not Verified,Feb-09,Charged Off,debt_consolidation,920xx,CA,19.87,0,Jan-96,2,47,14,0,5517,34.10%,31,0
17000,17000,9551.46, 36 months,12.21%,566.36,B,B5,10+ years,MORTGAGE,80000,Source Verified,Feb-09,Fully Paid,other,193xx,PA,7.93,0,Sep-91,1,24,12,0,15146,27.20%,22,0
5000,5000,4929.884865, 36 months,9.32%,159.74,A,A4,< 1 year,RENT,32000,Not Verified,Feb-09,Fully Paid,house,852xx,AZ,1.13,0,Oct-98,2,NA,5,0,833,8.20%,6,0
8000,8000,7475, 36 months,9.63%,256.76,A,A5,6 years,MORTGAGE,125000,Verified,Feb-09,Fully Paid,major_purchase,106xx,NY,10.53,0,Oct-74,2,50,9,0,9348,49.50%,27,0
7675,7675,4013.41, 36 months,16.00%,269.84,E,E2,1 year,RENT,36000,Source Verified,Feb-09,Fully Paid,credit_card,551xx,MN,16.37,0,Feb-05,0,NA,7,0,16083,71.80%,10,0
13475,13475,5675, 36 months,15.68%,471.65,E,E1,9 years,RENT,39481,Source Verified,Feb-09,Fully Paid,credit_card,442xx,OH,18.08,0,Oct-99,1,NA,4,1,18688,92.10%,6,1
12000,12000,11925, 36 months,9.63%,385.14,A,A5,4 years,RENT,43000,Verified,Feb-09,Charged Off,credit_card,111xx,NY,22.02,0,Jun-01,0,NA,8,0,22486,26.60%,26,0
7000,7000,6800, 36 months,9.32%,223.63,A,A4,10+ years,MORTGAGE,150000,Source Verified,Feb-09,Fully Paid,home_improvement,077xx,NJ,7.5,0,Sep-02,0,NA,10,0,79333,4.50%,12,0
7200,7200,3650, 36 months,13.79%,245.35,C,C5,2 years,MORTGAGE,39480,Source Verified,Feb-09,Fully Paid,debt_consolidation,255xx,WV,18.57,0,Aug-02,2,NA,10,0,9625,56%,15,0
6000,6000,5625, 36 months,9.63%,192.57,A,A5,1 year,RENT,78000,Source Verified,Feb-09,Fully Paid,credit_card,804xx,CO,7.29,0,Oct-01,3,NA,9,0,11646,33.80%,15,0
20000,20000,6482.461371, 36 months,14.11%,684.58,D,D1,1 year,RENT,60000,Verified,Feb-09,Fully Paid,other,212xx,MD,22.24,0,Jan-97,0,NA,17,0,9520,76.20%,26,0
7200,7200,7200, 36 months,15.05%,249.78,D,D4,4 years,OTHER,75000,Source Verified,Feb-09,Fully Paid,debt_consolidation,021xx,MA,8,1,Dec-96,0,18,4,0,17321,87.60%,11,0
5300,5300,4207.732483, 36 months,14.42%,182.23,D,D2,5 years,RENT,50004,Source Verified,Feb-09,Fully Paid,educational,113xx,NY,15.24,0,Aug-01,0,53,6,0,2401,57.20%,10,0
4000,4000,3831.516243, 36 months,13.79%,136.31,C,C5,2 years,RENT,40000,Verified,Feb-09,Fully Paid,debt_consolidation,900xx,CA,13.68,1,Sep-02,2,17,5,0,4764,79.40%,11,0
10000,10000,7014.790646, 36 months,12.84%,336.18,C,C2,4 years,RENT,40000,Verified,Feb-09,Fully Paid,debt_consolidation,026xx,MA,19.44,0,Nov-96,0,NA,12,0,17944,57.50%,23,0
15000,15000,7167.198452, 36 months,16.63%,532.05,E,E4,2 years,MORTGAGE,77544,Verified,Feb-09,Fully Paid,debt_consolidation,553xx,MN,20.15,0,Jun-98,3,NA,6,0,36123,98.40%,9,0
16800,16800,16800, 36 months,13.47%,569.9,C,C4,4 years,MORTGAGE,75000,Verified,Feb-09,Fully Paid,credit_card,480xx,MI,13.63,1,Apr-91,1,21,10,0,15646,81.90%,33,0
15000,9100,6049.457936, 36 months,13.47%,308.7,C,C4,10+ years,MORTGAGE,62004,Source Verified,Feb-09,Fully Paid,home_improvement,857xx,AZ,7.61,0,Jan-87,1,24,18,0,22493,30.90%,54,0
7700,7700,7187.738987, 36 months,9.63%,247.13,A,A5,< 1 year,MORTGAGE,80000,Source Verified,Feb-09,Fully Paid,credit_card,751xx,TX,24.5,0,Jul-83,1,NA,9,0,13734,75.50%,27,0
20000,20000,3484.042406, 36 months,13.16%,675.41,C,C3,3 years,MORTGAGE,115000,Verified,Feb-09,Fully Paid,debt_consolidation,856xx,AZ,9.52,0,Jul-86,0,67,13,0,22424,34.40%,24,0
7000,7000,6650, 36 months,11.89%,232.15,B,B4,10+ years,MORTGAGE,54072,Source Verified,Feb-09,Fully Paid,other,351xx,AL,17.95,0,Sep-95,1,NA,12,0,14968,28.10%,21,0
5000,5000,1186.385394, 36 months,13.47%,169.62,C,C4,1 year,MORTGAGE,65004,Not Verified,Feb-09,Fully Paid,wedding,752xx,TX,18.92,3,Dec-93,1,2,7,0,0,0%,24,0
5000,5000,2740.31639, 36 months,13.47%,169.62,C,C4,1 year,MORTGAGE,82000,Verified,Feb-09,Fully Paid,credit_card,027xx,MA,15.2,1,Jul-94,0,16,12,0,28637,63.30%,19,0
8500,8500,8350, 36 months,12.53%,284.47,C,C1,2 years,RENT,40000,Source Verified,Feb-09,Fully Paid,credit_card,532xx,WI,4.47,0,Dec-95,3,NA,5,1,7174,56.60%,15,1
2400,2400,2200, 36 months,12.53%,80.32,C,C1,6 years,RENT,21996,Not Verified,Feb-09,Fully Paid,other,925xx,CA,23.73,0,Sep-04,3,NA,9,0,3228,38.40%,14,0
5500,5500,3296.81, 36 months,13.47%,186.58,C,C4,1 year,RENT,33996,Verified,Feb-09,Fully Paid,educational,183xx,PA,15.64,0,Feb-00,1,NA,12,0,13403,83.80%,13,0
1500,1500,1275, 36 months,12.84%,50.43,C,C2,1 year,MORTGAGE,90000,Verified,Feb-09,Fully Paid,educational,809xx,CO,17.32,0,Feb-89,1,63,13,0,27248,79.40%,40,0
9000,9000,8029.681191, 36 months,8.00%,282.03,A,A3,9 years,RENT,51840,Not Verified,Feb-09,Fully Paid,major_purchase,189xx,PA,8.4,0,Jul-98,1,NA,8,0,2475,12.30%,18,0
1950,1950,1750, 36 months,7.37%,60.54,A,A1,4 years,MORTGAGE,38000,Not Verified,Feb-09,Fully Paid,other,251xx,WV,14.49,0,Aug-95,0,NA,10,0,1595,5.10%,22,0
7500,7500,2300, 36 months,12.84%,252.14,C,C2,7 years,RENT,55000,Source Verified,Feb-09,Fully Paid,small_business,147xx,NY,8.92,0,Jan-02,1,NA,10,0,4590,17.70%,18,0
5000,5000,4804.95623, 36 months,13.79%,170.38,C,C5,1 year,OWN,85000,Source Verified,Feb-09,Fully Paid,educational,117xx,NY,0.42,0,Jan-06,1,NA,4,0,890,6.40%,6,0
